gene,scores,logfoldchanges,pvals,pvals_adj,abs_lfc,aki_biomarker
NCOA7,6.150856,1.4809706,7.706576745343306e-10,5.256384551773225e-08,1.4809706,False
MPHOSPH8,6.1496944,1.6415056,7.763242126867633e-10,5.2843369741955156e-08,1.6415056,False
SREK1,6.1455207,2.1949923,7.970154754507464e-10,5.414241820531744e-08,2.1949923,False
CAST,6.125807,1.0772485,9.022519460240337e-10,6.104513467737709e-08,1.0772485,False
TCF25,6.121991,1.1426495,9.241321187233526e-10,6.227541521652929e-08,1.1426495,False
HNRNPU,6.1143723,1.1885896,9.693786037301714e-10,6.519409715386106e-08,1.1885896,False
PAX8,6.109585,1.1866928,9.98906026703124e-10,6.697582746440539e-08,1.1866928,False
DSTN,6.1094346,0.71783876,9.99846893055022e-10,6.697582746440539e-08,0.71783876,False
PHF14,6.097422,2.3562462,1.0779259363068043e-09,7.17779377429278e-08,2.3562462,False
PPP1R12A,6.0788636,1.9109143,1.210371828305157e-09,8.04383991773451e-08,1.9109143,False
KRT19,6.0742583,4.5401993,1.2456194740050212e-09,8.261791841953776e-08,4.5401993,False
TMEM50A,6.0722055,1.2188561,1.2616524784594375e-09,8.351693243460174e-08,1.2188561,False
PON2,6.0610185,1.6920809,1.3526228329802168e-09,8.936328183222633e-08,1.6920809,False
SLC5A3,6.06054,3.18075,1.35665148974802e-09,8.945404167430487e-08,3.18075,False
SERINC1,6.0599327,1.6528331,1.3617843875566079e-09,8.961711553580536e-08,1.6528331,False
RSF1,6.0351925,2.0924876,1.5877335556663189e-09,1.0407995024245321e-07,2.0924876,False
SF3B2,6.034458,1.1711237,1.5949704228872244e-09,1.0435132704614008e-07,1.1711237,False
JMJD1C,6.0341024,2.3231146,1.5984856903619262e-09,1.0437863730824563e-07,2.3231146,False
CAV2,6.0138173,5.113637,1.8120492332909249e-09,1.1809513900677838e-07,5.113637,False
USP53,6.005946,2.7508142,1.902190876674115e-09,1.2373053937964793e-07,2.7508142,False
PCSK7,6.0025115,3.5091326,1.942885138965855e-09,1.261340498503189e-07,3.5091326,False
CEBPB,5.998052,2.4447587,1.996982141939763e-09,1.2933026155633428e-07,2.4447587,False
AKAP13,5.9978237,3.228848,1.9997942147222105e-09,1.2933026155633428e-07,3.228848,False
ACTN4,5.9943233,1.0490919,2.043345613166025e-09,1.3189365342914952e-07,1.0490919,False
OFD1,5.9896884,2.6334276,2.1024344412304664e-09,1.3544823338971193e-07,2.6334276,False
BST2,5.9844947,4.59949,2.1706246834009137e-09,1.393086249190674e-07,4.59949,False
NCOR1,5.9838643,1.5185238,2.1790506033256607e-09,1.3958351906550346e-07,1.5185238,False
SYNGR2,5.9817395,1.8542533,2.20767376478004e-09,1.411486903804529e-07,1.8542533,False
MYADM,5.9658685,5.8575983,2.4333592912971217e-09,1.55283348410919e-07,5.8575983,False
JUND,5.9630985,1.6807712,2.474993357956568e-09,1.5764163743476108e-07,1.6807712,False
CHD6,5.957693,3.2429237,2.558232695303682e-09,1.62636023463325e-07,3.2429237,False
HSP90AB1,5.957115,0.71472484,2.567289897088384e-09,1.6290445535309982e-07,0.71472484,False
IFI27L2,5.9530115,2.3499806,2.632523946086e-09,1.6672981548763475e-07,2.3499806,False
HMGN1,5.944269,0.78609926,2.7769321186560174e-09,1.7554587393245e-07,0.78609926,False
LINC00657,5.9363604,1.4080176,2.9141925117329972e-09,1.830583785619548e-07,1.4080176,False
UXS1,5.936174,2.5624855,2.917503095143637e-09,1.830583785619548e-07,2.5624855,False
CDKN1A,5.9357,3.2232385,2.9259465685407265e-09,1.8324692133905435e-07,3.2232385,False
PSMA3-AS1,5.930993,2.2772243,3.0110795841246316e-09,1.8822878572819174e-07,2.2772243,False
ARID4B,5.907192,2.593336,3.479873129799509e-09,2.1672984331878863e-07,2.593336,False
NEMF,5.904858,2.1269834,3.5295058680116958e-09,2.1901136411931137e-07,2.1269834,False
NR2F2,5.9015884,1.7835248,3.600188041377019e-09,2.229866468127891e-07,1.7835248,False
HNRNPDL,5.8929067,0.8911274,3.794602522166716e-09,2.3459694932456023e-07,0.8911274,False
SLCO3A1,5.882439,6.360659,4.042635466359698e-09,2.4901747605763015e-07,6.360659,False
TNRC6B,5.8749094,1.7467542,4.2307494517900126e-09,2.6012932851936623e-07,1.7467542,False
NTRK2,5.869432,4.879077,4.372903147553564e-09,2.678919975521269e-07,4.879077,False
KMT2A,5.8665752,3.9401016,4.448889897628046e-09,2.7205244321357414e-07,3.9401016,False
KANK2,5.8639255,4.85952,4.52050802415539e-09,2.7543218330179334e-07,4.85952,False
ZNF638,5.8595824,2.1201203,4.640321661966839e-09,2.8222201819189654e-07,2.1201203,False
MFSD10,5.844184,2.8496213,5.090578066977802e-09,3.090485358355857e-07,2.8496213,False
HSPG2,5.843164,5.021455,5.1218619955184944e-09,3.103885217212233e-07,5.021455,False
MAP4,5.840726,1.9171882,5.197391595985231e-09,3.144002018583957e-07,1.9171882,False
RHOA,5.8286495,0.78525895,5.587765384851604e-09,3.3680530747261175e-07,0.78525895,False
ZRANB2,5.821272,2.0182023,5.840141632411031e-09,3.507624459223837e-07,2.0182023,False
HSPA1A,5.8124766,1.6520728,6.155535424411238e-09,3.683918482950484e-07,1.6520728,False
SMC3,5.799797,1.8267931,6.6395141484282394e-09,3.9595007029582497e-07,1.8267931,False
MYL12A,5.7910166,0.70757174,6.996172290746538e-09,4.1648238368271e-07,0.70757174,False
TUBA1A,5.788892,2.7761664,7.085239416866788e-09,4.202993959716718e-07,2.7761664,False
RSBN1L,5.785112,2.5969446,7.2464126089124625e-09,4.291047916427004e-07,2.5969446,False
A2M,5.7823243,5.304595,7.3675402784961265e-09,4.3551210902394466e-07,5.304595,False
ZFHX3,5.770653,4.0359893,7.896504552435415e-09,4.6596291486822916e-07,4.0359893,False
RSRC2,5.76584,1.1422645,8.125205226458463e-09,4.78620043531978e-07,1.1422645,False
SCNN1A,5.764932,2.266133,8.169066856952967e-09,4.803639418467247e-07,2.266133,False
BANF1,5.762403,1.0314924,8.29246279946197e-09,4.86770455688278e-07,1.0314924,False
HIPK2,5.762107,1.4025159,8.307037277444437e-09,4.867779374368919e-07,1.4025159,False
NUPR1,5.759709,1.3797404,8.425906342295373e-09,4.928862644050353e-07,1.3797404,False
BAZ1B,5.7576284,2.433871,8.530376596659307e-09,4.981325980031867e-07,2.433871,False
AES,5.7560754,1.5955518,8.609204024962653e-09,5.018659522787052e-07,1.5955518,False
SPTAN1,5.7548246,2.890334,8.673188311284272e-09,5.04722637237327e-07,2.890334,False
NSD1,5.753252,3.0031276,8.754285011020881e-09,5.078663282434367e-07,3.0031276,False
CTGF,5.753193,5.0424194,8.757355514614969e-09,5.078663282434367e-07,5.0424194,False
PNRC1,5.7514405,1.006794,8.848629446151043e-09,5.122778703756241e-07,1.006794,False
CPM,5.7504797,1.560062,8.899067656014602e-09,5.143142120098731e-07,1.560062,False
MT1E,5.7472286,0.77965176,9.071794202845552e-09,5.225043314028684e-07,0.77965176,False
CBX5,5.746232,1.587404,9.125409000490335e-09,5.241227646863268e-07,1.587404,False
YWHAQ,5.743887,0.8374852,9.252752167552996e-09,5.302078767577052e-07,0.8374852,False
MZT2A,5.737544,1.2107062,9.605916400239391e-09,5.495106064340679e-07,1.2107062,False
CHD4,5.7359953,2.1910172,9.694145882022622e-09,5.536178836421529e-07,2.1910172,False
ATP1B3,5.7138453,1.6843064,1.1045148144799453e-08,6.29704266651223e-07,1.6843064,False
ZNF83,5.711151,2.3653474,1.1221458262999262e-08,6.386753626917181e-07,2.3653474,False
EGOT,5.7016697,3.5814483,1.1863952274669674e-08,6.729697103412795e-07,3.5814483,False
SORT1,5.689382,2.2325935,1.2749988606754876e-08,7.208022082483201e-07,2.2325935,False
GRN,5.6762543,1.0651278,1.3767609323422447e-08,7.770281885149011e-07,1.0651278,False
CAPG,5.6679773,1.3684207,1.4449323055609326e-08,8.141396171165563e-07,1.3684207,False
UPF2,5.6637444,2.3977296,1.4810496119477674e-08,8.317080937494678e-07,2.3977296,False
SCAF11,5.6623244,1.2834358,1.493362275290039e-08,8.372270965660994e-07,1.2834358,False
NUDT4,5.660559,1.678016,1.5088045900432475e-08,8.444794328391558e-07,1.678016,False
REST,5.659429,2.193848,1.5187734471312367e-08,8.48649295649086e-07,2.193848,False
ANKRD11,5.653353,2.8858106,1.5734764683491382e-08,8.777602007376799e-07,2.8858106,False
EMP2,5.651205,5.3357043,1.593270028407168e-08,8.870584720754507e-07,5.3357043,False
THOC2,5.6488705,1.7918204,1.6150538682251818e-08,8.950267275654487e-07,1.7918204,False
TGFB1I1,5.64769,3.1650693,1.6261840703949285e-08,8.997150421656275e-07,3.1650693,False
CSRP1,5.6438317,2.6036448,1.663068421382568e-08,9.186135637715449e-07,2.6036448,False
DDX24,5.6432495,0.95598745,1.6687024936666116e-08,9.202170510900624e-07,0.95598745,False
PHIP,5.64064,2.4659586,1.6941923243728426e-08,9.327469963630483e-07,2.4659586,False
RRBP1,5.63773,1.3598053,1.7230637311415952e-08,9.455522696593633e-07,1.3598053,False
IGFBP3,5.630549,6.125529,1.7963671316439074e-08,9.80985318210856e-07,6.125529,False
LRP10,5.630001,1.3756694,1.802085395451892e-08,9.82515619973399e-07,1.3756694,False
BAZ2B,5.627531,3.2989683,1.828070695491966e-08,9.934679679662304e-07,3.2989683,False
FAM63B,5.6262784,2.611411,1.8413913466971634e-08,9.990956527474109e-07,2.611411,False
ILF3,5.6181216,1.6228148,1.9304433375537564e-08,1.045729225330165e-06,1.6228148,False
MAFF,5.615718,4.2955875,1.9574806487392313e-08,1.0585564455714847e-06,4.2955875,False
HP1BP3,5.6154594,1.1246812,1.960406072406382e-08,1.0585564455714847e-06,1.1246812,False
XIST,5.609724,5.236814,2.026494131510356e-08,1.090745898835622e-06,5.236814,False
ERH,5.60776,0.7207979,2.0496182977800596e-08,1.101432837725699e-06,0.7207979,False
FRMD4A,5.604924,5.6023927,2.0834613788301956e-08,1.11783674678829e-06,5.6023927,False
TRIM2,5.599608,3.182307,2.148372154423315e-08,1.149003990018082e-06,3.182307,False
RCN1,5.598996,2.8287368,2.1559647315179003e-08,1.1512373322308103e-06,2.8287368,False
RBMX,5.589119,1.01963,2.2822432333519312e-08,1.216738979502531e-06,1.01963,False
CWF19L2,5.5818367,1.42887,2.3799174774250238e-08,1.264809771046668e-06,1.42887,False
MEF2C,5.576734,6.159819,2.450759487957684e-08,1.3004077194841922e-06,6.159819,False
TMEM258,5.5756674,0.72582775,2.4658249594676386e-08,1.306344436860104e-06,0.72582775,False
ANXA3,5.574842,4.7065,2.4775444123429473e-08,1.310492644104918e-06,4.7065,False
MTRNR2L8,5.5740104,1.7836193,2.4894086906836414e-08,1.314704332662925e-06,1.7836193,False
VIMP,5.5658646,1.1890697,2.608558994744798e-08,1.3754739713447764e-06,1.1890697,False
SPARCL1,5.5520024,1.7883928,2.8241590695034338e-08,1.4845119452082479e-06,1.7883928,False
HOXD8,5.5488086,2.3723803,2.876227055161741e-08,1.5095263924707118e-06,2.3723803,False
PSAP,5.548413,0.74528396,2.8827439861634874e-08,1.5105937149267892e-06,0.74528396,False
MYCBP2,5.54753,2.965507,2.89732803067714e-08,1.515878426485024e-06,2.965507,False
MAL2,5.544538,3.309988,2.9473157501670016e-08,1.539641192032976e-06,3.309988,False
NDRG2,5.542125,2.3554718,2.988225329081233e-08,1.5583891526016272e-06,2.3554718,False
HSPA1B,5.5418777,2.1290784,2.9924549822913654e-08,1.5583891526016272e-06,2.1290784,False
KLF9,5.521791,1.4010165,3.355612564850345e-08,1.7448149654331409e-06,1.4010165,False
FRZB,5.515893,9.00883,3.470137328132069e-08,1.8015840852709078e-06,9.00883,False
ADIRF,5.514665,0.75880504,3.4944431052336723e-08,1.8114117844268206e-06,0.75880504,False
DYNC1LI2,5.490687,1.7270008,4.003736512832137e-08,2.0627201538740985e-06,1.7270008,False
THRAP3,5.489167,1.3295571,4.038329754829578e-08,2.077366148995844e-06,1.3295571,False
TMEM87A,5.487893,2.289645,4.067557334098625e-08,2.0892115368158394e-06,2.289645,False
SOCS3,5.4824586,2.937273,4.1945560717574234e-08,2.151162439601136e-06,2.937273,False
CRIM1,5.4713306,2.3717003,4.4666928110754676e-08,2.2837746217963094e-06,2.3717003,False
BTG3,5.47048,4.725801,4.488189242929362e-08,2.2912886113827563e-06,4.725801,False
MCL1,5.4699445,1.489105,4.501769479417337e-08,2.294744642049739e-06,1.489105,False
JAK1,5.467758,1.3342955,4.5576321854604565e-08,2.3197108588656285e-06,1.3342955,False
PKHD1,5.4423194,2.9464476,5.259127514271051e-08,2.6727155726372364e-06,2.9464476,False
ANXA1,5.435124,4.670031,5.475842263166044e-08,2.774481642332582e-06,4.670031,False
PPP1CB,5.4345016,1.2995785,5.4949830555039314e-08,2.77999938546771e-06,1.2995785,False
ANAPC16,5.434057,0.6597791,5.5086947310315287e-08,2.7827580249981462e-06,0.6597791,False
CLCNKA,5.432889,5.787148,5.544895165931301e-08,2.7954557486646898e-06,5.787148,False
TMX4,5.432711,1.9968129,5.550424098820792e-08,2.7954557486646898e-06,1.9968129,False
EPCAM,5.4267855,0.8077948,5.737809889069206e-08,2.8812185752950493e-06,0.8077948,False
SLTM,5.425706,1.2270123,5.7725945782279835e-08,2.8943720493871084e-06,1.2270123,False
BRD2,5.424034,1.9457543,5.826880508615595e-08,2.917249804714619e-06,1.9457543,False
RASD1,5.4218817,1.7352096,5.8974937712771006e-08,2.9482218861930362e-06,1.7352096,False
EIF3A,5.4169655,1.5410911,6.061910414173052e-08,3.0259260665947675e-06,1.5410911,False
SNRPB,5.4130754,1.0190239,6.195138709057003e-08,3.087855083771696e-06,1.0190239,False
RNF213,5.4084024,1.8083135,6.358940303950302e-08,3.1648173500930794e-06,1.8083135,False
PROM1,5.405482,6.117591,6.463438800279492e-08,3.212081223253941e-06,6.117591,False
AKR1C1,5.4022818,1.3411716,6.579842750415343e-08,3.2651137206552953e-06,1.3411716,False
ZNF44,5.3998394,3.2063375,6.670049417989806e-08,3.3050094866139486e-06,3.2063375,False
RPS2,5.3963604,0.6558436,6.800630681034944e-08,3.3647643196298294e-06,0.6558436,False
HNRNPA3,5.387497,0.96320623,7.144567798736087e-08,3.529751721563251e-06,0.96320623,False
MCAM,5.3821383,7.457216,7.360616396041127e-08,3.6258568545059902e-06,7.457216,False
TNS2,5.3737617,5.093593,7.711073433081188e-08,3.7929475657552927e-06,5.093593,False
OXR1,5.368873,3.5986335,7.923021489086622e-08,3.88585569218755e-06,3.5986335,False
TSPO,5.3669257,1.2289027,8.008995213700464e-08,3.9223122780584796e-06,1.2289027,False
SYNGR1,5.365569,3.3619306,8.069429748831611e-08,3.946173671366216e-06,3.3619306,False
CCND1,5.3621387,1.3346428,8.224237358778064e-08,4.0160500516908415e-06,1.3346428,False
AFF4,5.3611164,1.727811,8.270917953683657e-08,4.033000137936572e-06,1.727811,False
HNRNPH1,5.3572054,2.2349253,8.451902148174524e-08,4.1152946673496015e-06,2.2349253,False
LNPEP,5.3563714,3.225404,8.490981569399876e-08,4.128356897537654e-06,3.225404,False
SORL1,5.350272,5.1816506,8.782205021403166e-08,4.26379850131352e-06,5.1816506,False
TMEM38B,5.3447,1.8429918,9.056703963741947e-08,4.390742206536995e-06,1.8429918,False
GMDS,5.3430786,2.0196533,9.138109634019613e-08,4.418321554034334e-06,2.0196533,False
DDR1,5.3430448,3.426922,9.139817543663354e-08,4.418321554034334e-06,3.426922,False
CBX1,5.3392143,1.7874371,9.335032766511466e-08,4.4997795999261415e-06,1.7874371,False
ID4,5.334131,2.39478,9.600339371659416e-08,4.607889384454307e-06,2.39478,False
RRAS,5.306876,4.4443784,1.115199612556196e-07,5.337434054754044e-06,4.4443784,False
ZNF292,5.306313,2.3479419,1.1186475434401523e-07,5.346341890591843e-06,2.3479419,False
PTTG1,5.304112,7.3269625,1.1322274577099904e-07,5.395936628017033e-06,7.3269625,False
DDIT4,5.296341,2.9158819,1.1814627402128514e-07,5.614697541429028e-06,2.9158819,False
CLK1,5.295704,2.7069075,1.1855892645150584e-07,5.62637248993949e-06,2.7069075,False
PFKFB3,5.292891,5.3896046,1.203976358964684e-07,5.705594857799727e-06,5.3896046,False
GOLM1,5.2829823,2.5562966,1.270977152037484e-07,6.014649460779632e-06,2.5562966,False
PLSCR1,5.276959,1.9999506,1.3134521637773837e-07,6.19479276033633e-06,1.9999506,False
NOTCH3,5.2769127,8.144387,1.313785790476881e-07,6.19479276033633e-06,8.144387,False
SEC62,5.2768044,0.6503205,1.3145595131597541e-07,6.19479276033633e-06,0.6503205,False
TAF1D,5.276542,1.6265187,1.3164425605178324e-07,6.195002183531822e-06,1.6265187,False
TCEAL3,5.2721763,2.0049052,1.348156503574579e-07,6.33539542976874e-06,2.0049052,False
BBX,5.2691836,1.1092621,1.3703190921232108e-07,6.421631639777394e-06,1.1092621,False
CTD-3252C9.4,5.2676005,5.116587,1.3821851163883376e-07,6.468242404387312e-06,5.116587,False
PSIP1,5.265827,1.5643559,1.3955969238741604e-07,6.521947677256028e-06,1.5643559,False
NSRP1,5.2630124,1.2919855,1.4171417752799942e-07,6.613459137989491e-06,1.2919855,False
PDLIM1,5.2464495,1.7202528,1.550583307391059e-07,7.216209110391484e-06,1.7202528,False
TRIM56,5.246043,3.4324245,1.5540052071844144e-07,7.222158820809885e-06,3.4324245,False
DDAH2,5.233637,1.0416324,1.6620671214413442e-07,7.703120988974506e-06,1.0416324,False
RNMT,5.233036,1.5421406,1.6674829174809286e-07,7.71760568978055e-06,1.5421406,False
PKN2,5.231745,1.8845775,1.679173182028383e-07,7.761050918417603e-06,1.8845775,False
MECOM,5.2311864,5.110526,1.684257108175526e-07,7.773884794913175e-06,5.110526,False
U2SURP,5.2284393,1.4806929,1.7094703216464535e-07,7.879465529077374e-06,1.4806929,False
CRNDE,5.225603,2.4676769,1.7358820668295566e-07,7.990274639310803e-06,2.4676769,False
TJP1,5.223893,2.523103,1.7519981653881836e-07,8.053455141144538e-06,2.523103,False
APMAP,5.223199,2.4931045,1.7585815401067e-07,8.072703870893072e-06,2.4931045,False
WDR60,5.22041,2.586357,1.7852774212292895e-07,8.184100330734651e-06,2.586357,False
SLC39A1,5.216211,1.3819951,1.8262031586801883e-07,8.36033821040357e-06,1.3819951,False
TOB1,5.201974,1.4418246,1.9718280272532768e-07,8.978212641928636e-06,1.4418246,False
SLC44A2,5.1983466,4.0977874,2.0106900093970808e-07,9.142805556899492e-06,4.0977874,False
ACTB,5.1946025,0.6409261,2.051574924058467e-07,9.303602354135396e-06,0.6409261,False
LIX1,5.193968,5.6047053,2.0585877017343503e-07,9.322856723418978e-06,5.6047053,False
KLF10,5.1858664,1.565243,2.1501298669034649e-07,9.724359159120181e-06,1.565243,False
BDP1,5.1851,3.0875397,2.1589874774358754e-07,9.751330303582358e-06,3.0875397,False
SET,5.181661,1.0751042,2.199185141353349e-07,9.919590917370783e-06,1.0751042,False
C4orf48,5.18135,4.2943172,2.2028569462626968e-07,9.922869244301512e-06,4.2943172,False
KMT2C,5.1785355,2.7963333,2.236348408588001e-07,1.0060283481837663e-05,2.7963333,False
SMARCA2,5.177041,2.6669023,2.254325947011987e-07,1.0127634461149584e-05,2.6669023,False
GOLGA4,5.168057,1.1393586,2.3654005701567434e-07,1.0612490920221213e-05,1.1393586,False
KIAA0355,5.1659727,3.0364845,2.3919199552536985e-07,1.0717200927169963e-05,3.0364845,False
SERINC3,5.1640506,1.9015629,2.416620524133665e-07,1.0813494281561715e-05,1.9015629,False
CCDC14,5.154853,3.2661488,2.5382987260147646e-07,1.1327872486667746e-05,3.2661488,False
RNPS1,5.152341,1.4700325,2.5725478375324876e-07,1.1450386636435884e-05,1.4700325,False
TTC14,5.1514626,3.1490257,2.58462702402006e-07,1.1488974003605792e-05,3.1490257,False
VCL,5.1408005,2.6105998,2.735705728685735e-07,1.2144514996355356e-05,2.6105998,False
USP34,5.1293254,2.1303587,2.9078226842160116e-07,1.285776607899925e-05,2.1303587,False
DDX46,5.128966,1.2174641,2.9133848197379546e-07,1.286547681733298e-05,1.2174641,False
FTX,5.127704,5.248472,2.9329662775811646e-07,1.2920700443704897e-05,5.248472,False
HECTD1,5.127666,1.9096379,2.9335596365626656e-07,1.2920700443704897e-05,1.9096379,False
APLP2,5.114157,0.7076693,3.1514445323812146e-07,1.3862241785124368e-05,0.7076693,False
PPIG,5.1044073,1.0348437,3.3183285376198803e-07,1.4577283148183085e-05,1.0348437,False
NPM1,5.100932,0.6108655,3.3798455657683227e-07,1.482819225169243e-05,0.6108655,False
DHX36,5.098325,1.4310799,3.426723453136433e-07,1.5014306895966055e-05,1.4310799,False
MYH11,5.0964518,8.004965,3.460784612190931e-07,1.5115933732128987e-05,8.004965,False
HOXB3,5.0963607,5.602563,3.4624478590964097e-07,1.5115933732128987e-05,5.602563,False
C2orf40,5.09631,7.548616,3.463376518431643e-07,1.5115933732128987e-05,7.548616,False
RNPC3,5.091764,3.8390453,3.5474723879121036e-07,1.5442963131564654e-05,3.8390453,False
MEF2A,5.0901303,2.0706213,3.578175564286361e-07,1.5556522253298663e-05,2.0706213,False
EIF1,5.0882025,0.6356328,3.61473687329483e-07,1.5695224769174743e-05,0.6356328,False
HNRNPA0,5.0790234,0.936075,3.793795925190395e-07,1.640926314548975e-05,0.936075,False
NIPBL,5.0758047,2.4446423,3.858596702299133e-07,1.6668148370162433e-05,2.4446423,False
CHD2,5.0743146,2.7086754,3.888950330205064e-07,1.6777758313179183e-05,2.7086754,False
SERTAD1,5.072833,2.5500255,3.919359885015803e-07,1.688732889587244e-05,2.5500255,False
TMEM47,5.0682387,2.5278711,4.01513935003728e-07,1.7277918934885838e-05,2.5278711,False
UBC,5.0651317,0.62825674,4.081179797656928e-07,1.7539703074266906e-05,0.62825674,False
RPS3,5.0622325,0.60407776,4.1437561408959793e-07,1.7785951517369318e-05,0.60407776,False
